,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
10205,HI,96741,KAUAI,15007
10206,MI,49099,SAINT JOSEPH,26149
10207,TX,76059,JOHNSON,48251
10210,AR,72619,MARION,5089
10212,GA,30021,DEKALB,13089
10216,AL,35634,LAUDERDALE,1077
10218,CT,6472,NEW HAVEN,9009
10219,AL,35988,DE KALB,1049
10223,KY,42262,CHRISTIAN,21047
10225,PR,985,CAROLINA,72031
10227,MN,55944,DODGE,27039
10229,OH,45305,GREENE,39057
10231,WV,26059,OHIO,54069
10232,TX,76049,HOOD,48367
10234,NY,14564,ONTARIO,36117
10237,MS,39746,MONROE,28095
10238,NY,13368,LEWIS,36089
10240,IL,60422,COOK,17031
10246,PA,17236,FRANKLIN,42055
10248,KY,41544,PIKE,21195
10249,MN,56320,STEARNS,27145
10251,AL,35824,MADISON,1089
10253,PA,18249,LUZERNE,42079
10256,CO,80540,BOULDER,8013
10261,TN,37371,MCMINN,47123
10263,IA,52205,JONES,19105
10265,VA,22842,SHENANDOAH,51171
10267,MO,65441,CRAWFORD,29221
10269,TX,75657,MARION,48315
10270,NM,87122,BERNALILLO,35001
10272,NY,13461,ONEIDA,36065
10274,VA,24149,MONTGOMERY,51121
10276,TX,75790,VAN ZANDT,48467
10277,PA,17320,ADAMS,42001
10280,ID,83213,BUTTE,16023
10281,CO,80758,YUMA,8125
10282,KY,42031,HICKMAN,21105
10283,CT,6608,FAIRFIELD,9001
10285,ID,83850,SHOSHONE,16079
10286,IL,62012,MACOUPIN,17135
10290,WI,54812,BARRON,55033
10295,WI,53032,DODGE,55027
10298,AL,35447,PICKENS,1107
10301,NE,68826,MERRICK,31121
10302,PR,683,SAN GERMAN,72125
10303,ND,58367,ROLETTE,38079
10305,GA,30296,CLAYTON,13113
10309,MS,39095,HOLMES,28051
10311,VA,22205,ARLINGTON,51013
10315,MO,64865,NEWTON,29145
10316,NE,68763,HOLT,31089
10318,OK,73737,MAJOR,40093
10319,TN,38369,GIBSON,47053
10322,CA,95130,SANTA CLARA,6085
10323,TX,79510,CALLAHAN,48133
10325,NC,27583,PERSON,37145
10326,NJ,8326,ATLANTIC,34001
10329,MN,55045,CHISAGO,27163
10333,MI,49635,BENZIE,26019
10336,MN,55412,HENNEPIN,27171
10339,VA,20105,LOUDOUN,51107
10340,VA,23140,NEW KENT,51127
10341,LA,70455,TANGIPAHOA,22105
10343,TX,75207,DALLAS,48113
10349,OK,74547,PITTSBURG,40121
10350,CO,80759,YUMA,8125
10351,SC,29047,ORANGEBURG,45075
10352,PA,17842,SNYDER,42109
10354,CA,92410,SAN BERNARDINO,6071
10355,TN,37036,DICKSON,47043
10357,LA,71417,GRANT,22043
10359,WV,24817,MCDOWELL,54047
10361,TN,38425,WAYNE,47181
10362,MN,56082,NICOLLET,27103
10363,MA,1772,WORCESTER,25027
10364,WY,82941,SUBLETTE,56035
10365,VA,24216,WISE,51195
10366,VA,22305,ALEXANDRIA CITY,51510
10367,MA,2113,SUFFOLK,25025
10368,CT,6084,TOLLAND,9015
10370,KY,42351,HANCOCK,21091
10371,NC,28454,PENDER,37163
10373,WI,54216,KEWAUNEE,55061
10375,MI,49451,MUSKEGON,26127
10378,TN,37082,CHEATHAM,47187
10381,VA,24148,HENRY,51089
10383,VA,23103,GOOCHLAND,51109
10385,LA,70543,ACADIA,22001
10388,IA,52175,FAYETTE,19065
10389,TX,75181,DALLAS,48113
10395,AL,35765,JACKSON,1071
10397,NJ,7850,MORRIS,34027
10400,LA,70515,EVANGELINE,22039
10402,MN,55301,WRIGHT,27171
10403,CA,93271,TULARE,6107
10404,MI,48703,ARENAC,26011
10406,CA,91789,LOS ANGELES,6037
10410,NY,13340,HERKIMER,36077
10412,IA,50627,HARDIN,19083
10413,MT,59068,CARBON,30009
10414,MN,56277,RENVILLE,27143
10416,MI,49256,LENAWEE,26091
10419,VA,23930,NOTTOWAY,51135
10420,IA,50250,GUTHRIE,19077
10421,WI,54498,CLARK,55073
10424,AR,72519,IZARD,5137
10426,MN,56515,OTTER TAIL,27111
10428,LA,70659,VERNON,22115
10429,UT,84715,WAYNE,49055
10430,WI,53949,MARQUETTE,55077
10432,ID,83611,VALLEY,16085
10433,WI,53183,WAUKESHA,55133
10434,FL,34786,ORANGE,12095
10437,MO,64469,DEKALB,29063
10438,OR,97024,MULTNOMAH,41051
10440,MN,56013,FARIBAULT,27161
10442,NJ,8562,BURLINGTON,34021
10446,IN,47946,PULASKI,18181
10447,CA,92625,ORANGE,6059
10449,CA,93223,TULARE,6107
10450,IN,46391,LA PORTE,18127
10452,MO,64082,JACKSON,29095
10455,OH,45169,CLINTON,39165
10458,PA,15926,SOMERSET,42111
10460,HI,96756,KAUAI,15007
10461,MS,38915,CALHOUN,28017
10464,AL,36560,MOBILE,1097
10466,MI,48756,OGEMAW,26129
10468,MT,59442,CHOUTEAU,30041
10470,NY,12404,ULSTER,36111
10471,AL,35754,MORGAN,1103
10472,WA,98108,KING,53033
10475,NY,12887,WASHINGTON,36115
10476,MS,38855,ITAWAMBA,28081
10478,MD,20723,HOWARD,24027
10480,KY,42327,MCLEAN,21183
10482,NY,11954,SUFFOLK,36103
10483,AR,72947,CRAWFORD,5047
10485,MN,55436,HENNEPIN,27171
10488,MN,55731,SAINT LOUIS,27137
10489,PA,17702,LYCOMING,42081
10492,VA,20124,FAIRFAX,51059
10497,IL,61074,CARROLL,17015
10500,PA,17737,LYCOMING,42081
10503,TX,75125,ELLIS,48139
10505,PR,685,SAN SEBASTIAN,72131
10506,MS,38833,TISHOMINGO,28141
10507,NC,28209,MECKLENBURG,37119
10510,TX,78576,HIDALGO,48215
10511,GA,30094,ROCKDALE,13247
10513,NY,10118,NEW YORK,36061
10514,FL,32814,ORANGE,12095
10517,TN,37406,HAMILTON,47065
10521,PA,15027,BEAVER,42007
10523,PA,19025,MONTGOMERY,42091
10525,MO,64117,CLAY,29095
10530,NJ,8065,BURLINGTON,34021
10534,NJ,7607,BERGEN,34003
10537,NJ,7043,ESSEX,34013
10540,PA,17608,LANCASTER,42071
10542,PR,739,CIDRA,72041
10543,WI,53040,WASHINGTON,55131
10545,TX,75603,GREGG,48183
10550,AZ,85648,SANTA CRUZ,4023
10551,KS,66967,SMITH,20183
10552,CO,81424,MONTROSE,8091
10554,NY,13783,DELAWARE,36025
10558,TN,38544,PUTNAM,47141
10560,UT,84028,RICH,49033
10561,IL,62707,SANGAMON,17167
10562,NE,68064,DOUGLAS,31055
10564,OR,97918,MALHEUR,41045
10565,TN,38052,HARDEMAN,47069
10566,NY,14892,TIOGA,36107
10567,NE,68620,BOONE,31141
10569,OK,73402,CARTER,40019
10571,KY,42055,LYON,21143
10573,IN,46106,JOHNSON,18109
10576,PA,17824,NORTHUMBERLAND,42097
10577,MT,59828,RAVALLI,30081
10578,MI,48383,OAKLAND,26125
10581,MO,64125,JACKSON,29095
10584,CA,93314,KERN,6029
10589,MN,55041,WABASHA,27157
10591,NY,11702,SUFFOLK,36103
10592,IL,60621,COOK,17031
10598,PA,16424,CRAWFORD,42121
10602,WI,53536,ROCK,55105
10604,AK,99737,SOUTHEAST FAIRBANKS,2240
10605,NY,13460,CHENANGO,36077
10608,CA,90031,LOS ANGELES,6037
10612,PR,767,YABUCOA,72151
10613,MN,55121,DAKOTA,27037
10617,OH,44233,MEDINA,39103
10620,TX,75561,BOWIE,48037
10622,VA,22572,RICHMOND,51193
10623,IL,60175,KANE,17089
10626,SC,29055,CHESTER,45023
10629,MD,20912,MONTGOMERY,24031
10631,IL,62263,WASHINGTON,17189
10632,NC,28741,MACON,37113
10633,AL,35442,PICKENS,1107
10636,AR,72064,PRAIRIE,5117
10637,PA,17830,NORTHUMBERLAND,42097
10638,MI,48416,SANILAC,26151
10640,NY,10532,WESTCHESTER,36119
10641,MI,48626,SAGINAW,26145
10644,MA,1840,ESSEX,25009
10647,NY,13480,ONEIDA,36065
10649,MN,55372,SCOTT,27139
10651,TX,75409,COLLIN,48121
10657,WA,98844,OKANOGAN,53047
10658,WV,26147,CALHOUN,54013
10660,OH,45440,MONTGOMERY,39135
10663,IA,50525,WRIGHT,19197
10664,LA,71454,GRANT,22043
10666,IL,61530,WOODFORD,17203
10667,OK,73762,KINGFISHER,40073
10668,PR,693,VEGA BAJA,72145
10669,OK,73128,OKLAHOMA,40109
10671,AR,72944,SCOTT,5131
10673,RI,2876,PROVIDENCE,44007
10674,NJ,8852,MIDDLESEX,34023
10677,OH,44076,ASHTABULA,39007
10680,NJ,7920,SOMERSET,34035
10682,IA,50707,BLACK HAWK,19013
10685,WA,98247,WHATCOM,53073
10686,OH,44688,STARK,39151
10690,NJ,7738,MONMOUTH,34025
10692,VA,24245,SCOTT,51169
10693,VA,22815,ROCKINGHAM,51165
10695,CO,81621,EAGLE,8037
10698,IL,60152,MCHENRY,17111
10699,TX,76834,COLEMAN,48083
10700,NC,28610,CATAWBA,37109
10702,MI,48848,SHIAWASSEE,26155
10703,CA,93241,KERN,6029
10708,AL,35179,CULLMAN,1043
10711,NJ,7022,BERGEN,34003
10714,CA,91776,LOS ANGELES,6037
10718,TX,79501,JONES,48253
10719,MA,2539,DUKES,25007
10720,TX,77003,HARRIS,48201
10723,MI,49323,ALLEGAN,26005
10729,PR,727,CAGUAS,72025
10731,MO,65689,TEXAS,29215
10732,FL,33550,HILLSBOROUGH,12057
10737,WA,99347,GARFIELD,53023
10738,WA,98257,SKAGIT,53057
10740,MI,49953,ONTONAGON,26131
10741,IL,62822,FRANKLIN,17081
10744,UT,84655,UTAH,49049
10746,NC,28746,RUTHERFORD,37161
10747,PR,949,TOA BAJA,72137
10749,PA,16401,ERIE,42049
10751,PR,731,PONCE,72113
10752,HI,96749,HAWAII,15001
10753,IA,52310,JONES,19105
10755,IA,50450,WINNEBAGO,19195
10757,WI,54829,BARRON,55033
10762,KS,66538,NEMAHA,20131
10763,PA,18510,LACKAWANNA,42069
10768,OH,43938,JEFFERSON,39081
10769,OR,97396,YAMHILL,41071
10770,NY,14534,MONROE,36055
10774,FL,33558,HILLSBOROUGH,12057
10779,MI,48821,EATON,26045
10783,KS,66025,DOUGLAS,20091
10787,MI,49083,KALAMAZOO,26077
10790,WA,98612,WAHKIAKUM,53069
10791,CT,6441,MIDDLESEX,9007
10793,SC,29372,SPARTANBURG,45083
10795,NE,68939,FRANKLIN,31099
10796,SC,29692,GREENWOOD,45081
10799,IL,60938,IROQUOIS,17091
10801,TX,78543,HIDALGO,48215
10802,AR,72443,GREENE,5055
10803,VT,5443,ADDISON,50001
10804,MD,21722,WASHINGTON,24043
10805,OK,73648,BECKHAM,40009
10808,WA,99171,WHITMAN,53075
10809,CO,80102,ADAMS,8005
10815,CA,94707,ALAMEDA,6001
10818,TX,76877,SAN SABA,48411
10819,TX,78642,WILLIAMSON,48491
10820,MN,56514,CLAY,27027
10823,AL,36375,GENEVA,1061
10825,OR,97913,MALHEUR,41045
10826,WA,98296,SNOHOMISH,53061
10827,CA,93701,FRESNO,6019
10833,PA,18853,BRADFORD,42015
10836,TX,76380,BAYLOR,48275
10837,CA,90062,LOS ANGELES,6037
10841,PA,17090,PERRY,42099
10842,MI,48158,WASHTENAW,26161
10843,AZ,85377,MARICOPA,4013
10846,MI,48847,GRATIOT,26111
10849,VA,22727,MADISON,51113
10850,LA,70755,POINTE COUPEE,22077
10851,CO,80230,DENVER,8031
10853,AZ,85017,MARICOPA,4013
10856,NC,27027,ROCKINGHAM,37157
10858,IN,46385,PORTER,18127
10859,PA,16254,CLARION,42031
10861,KS,67333,MONTGOMERY,20205
10863,NC,27533,WAYNE,37195
10865,MI,49333,BARRY,26081
10868,TX,79529,KNOX,48275
10869,MI,49663,WEXFORD,26165
10870,IL,61531,FULTON,17057
10872,PA,19562,BERKS,42011
10877,OK,74538,COAL,40029
10878,MI,48817,SHIAWASSEE,26155
10879,TX,78427,NUECES,48355
10880,CO,80403,JEFFERSON,8059
10882,ME,4032,CUMBERLAND,23005
10886,AL,36271,CALHOUN,1015
10890,IN,46511,MARSHALL,18099
10893,UT,84535,SAN JUAN,49037
10894,KY,42519,PULASKI,21199
10896,AR,72173,FAULKNER,5145
10900,CO,80231,DENVER,8031
10902,MN,55103,RAMSEY,27123
10904,FL,33620,HILLSBOROUGH,12057
10909,TX,77355,MONTGOMERY,48339
10912,FL,33983,CHARLOTTE,12015
10914,TX,78956,FAYETTE,48285
10916,TX,75039,DALLAS,48113
10922,TX,75845,TRINITY,48455
10924,VT,5454,CHITTENDEN,50007
10927,NJ,7524,PASSAIC,34031
10929,NY,13304,ONEIDA,36065
10931,NC,28402,NEW HANOVER,37129
10933,WI,54138,OCONTO,55083
10935,TX,75763,ANDERSON,48213
10938,AZ,85629,PIMA,4019
10941,OH,43450,WOOD,39173
10942,KS,67880,GRANT,20187
10943,NY,11419,QUEENS,36081
10944,MA,1373,FRANKLIN,25011
10946,MA,2331,PLYMOUTH,25023
10947,OH,45439,MONTGOMERY,39135
10950,NC,27596,FRANKLIN,37069
10953,FL,32408,BAY,12005
10955,IL,62675,MENARD,17129
10956,AR,72933,FRANKLIN,5131
10958,MA,2345,PLYMOUTH,25023
10959,NH,3608,CHESHIRE,33005
10961,NY,12192,GREENE,36039
10963,KY,40011,HENRY,21223
10966,AR,72437,CRAIGHEAD,5031
10969,NY,14472,MONROE,36055
10973,WV,26456,DODDRIDGE,54095
10974,OH,43105,FAIRFIELD,39045
10977,NY,12853,WARREN,36113
10979,OH,43777,MUSKINGUM,39119
10981,MI,48455,LAPEER,26125
10984,MA,1267,BERKSHIRE,25003
10986,NY,12501,DUTCHESS,36027
10988,MN,56474,CASS,27021
10992,NY,13354,ONEIDA,36065
10994,DC,20015,DISTRICT OF COLUMBIA,11001
10995,NC,28312,CUMBERLAND,37051
10999,PA,19543,BERKS,42011
11004,WI,53177,RACINE,55101
11007,TX,77545,FORT BEND,48157
11010,MS,39638,AMITE,28157
11012,TX,77591,GALVESTON,48167
11014,IL,60542,KANE,17089
11017,MI,48850,MONTCALM,26117
11019,PA,15228,ALLEGHENY,42003
11024,TX,76249,DENTON,48497
11028,WA,98148,KING,53033
11031,OR,97078,WASHINGTON,41067
11033,WV,25984,GREENBRIER,54025
11035,ME,4071,CUMBERLAND,23005
11039,ND,58523,MERCER,38065
11040,MA,1096,HAMPSHIRE,25015
11042,NH,3470,CHESHIRE,33005
11044,MI,48048,MACOMB,26099
11047,NC,28603,CATAWBA,37109
11049,ND,58639,ADAMS,38001
11050,SC,29827,ALLENDALE,45049
11052,GA,31788,COLQUITT,13071
11054,IL,60644,COOK,17031
11060,AL,35648,LAUDERDALE,1077
11062,PA,17018,DAUPHIN,42043
11064,GA,30337,FULTON,13121
11067,DE,19807,NEW CASTLE,10003
11068,ME,3901,YORK,23031
11069,PA,18354,MONROE,42089
11072,WA,98294,SNOHOMISH,53061
11073,MT,59875,RAVALLI,30081
11074,NE,68450,JOHNSON,31097
11075,NJ,7451,BERGEN,34003
11078,MO,65648,GREENE,29077
11082,MN,56278,BIG STONE,27155
11084,NE,68361,FILLMORE,31059
11085,UT,84511,SAN JUAN,49037
11086,ID,83660,CANYON,16027
11088,MA,2494,NORFOLK,25021
11091,NY,12084,ALBANY,36001
11094,NY,10168,NEW YORK,36061
11095,TX,76571,BELL,48099
11098,MI,49766,ALPENA,26007
11100,CT,6897,FAIRFIELD,9001
11102,CA,95669,AMADOR,6005
11103,TX,77377,HARRIS,48201
11106,IA,51445,IDA,19093
11107,MD,21128,BALTIMORE,24005
11111,MS,39170,HINDS,28049
11114,NY,10805,WESTCHESTER,36119
11115,MA,1460,MIDDLESEX,25017
11119,PA,18507,LACKAWANNA,42069
11124,AZ,85638,COCHISE,4003
11127,CA,95358,STANISLAUS,6099
11128,DC,20018,DISTRICT OF COLUMBIA,11001
11129,MS,38646,QUITMAN,28119
11130,CO,80125,DOUGLAS,8119
11134,MO,64742,BATES,29217
11137,WA,98624,PACIFIC,53049
11138,PA,16373,VENANGO,42121
11139,CA,96145,PLACER,6061
11141,FL,32456,GULF,12045
11142,NH,3031,HILLSBOROUGH,33011
11146,ID,83537,LATAH,16057
11148,IL,60456,COOK,17031
11154,OH,45315,MONTGOMERY,39135
11157,MA,2742,BRISTOL,25005
11160,PA,15437,FAYETTE,42051
11164,TX,77461,FORT BEND,48157
11167,OR,97106,WASHINGTON,41067
11169,CA,90746,LOS ANGELES,6037
11173,PA,17241,CUMBERLAND,42041
11176,KS,66439,BROWN,20085
11178,VA,23237,CHESTERFIELD,51041
11181,TX,78253,BEXAR,48029
11184,NY,11963,SUFFOLK,36103
11185,IL,62047,CALHOUN,17013
11186,OH,45877,PUTNAM,39137
11187,NY,14423,LIVINGSTON,36069
11191,MI,49659,ANTRIM,26079
11193,AR,72765,WASHINGTON,5143
11194,OK,73066,OKLAHOMA,40109
11196,OK,74825,PONTOTOC,40123
11197,MN,56529,CLAY,27027
11200,TX,77665,CHAMBERS,48291
11204,FL,32460,JACKSON,12133
11206,WY,82939,UINTA,56041
11207,MI,49715,CHIPPEWA,26033
11208,NJ,7722,MONMOUTH,34025
11210,NJ,7079,ESSEX,34013
11213,MI,49228,LENAWEE,26091
11216,IL,60469,COOK,17031
11222,IL,61088,WINNEBAGO,17201
11223,MN,55126,RAMSEY,27123
11225,IL,62914,ALEXANDER,17003
11226,NY,10989,ROCKLAND,36087
11227,TX,77859,ROBERTSON,48395
11228,WV,25873,RALEIGH,54081
11230,IL,61739,LIVINGSTON,17105
11232,OH,44321,SUMMIT,39153
11234,AL,35218,JEFFERSON,1073
11239,MI,49426,OTTAWA,26139
11240,TN,38059,DYER,47053
11242,AL,36726,WILCOX,1131
11243,AL,35444,TUSCALOOSA,1125
11244,OH,45885,AUGLAIZE,39149
11247,WY,82426,BIG HORN,56003
11248,UT,84745,WASHINGTON,49053
11249,ME,4756,AROOSTOOK,23003
11250,IL,60954,KANKAKEE,17091
11252,NY,14735,ALLEGANY,36101
11256,NY,10567,WESTCHESTER,36119
11257,MN,55308,SHERBURNE,27141
11259,MI,48725,HURON,26063
11262,NC,28320,BLADEN,37017
11264,MO,63555,SCOTLAND,29199
11265,OH,44612,TUSCARAWAS,39157
11266,CA,92861,ORANGE,6059
11268,VA,22851,PAGE,51165
11271,AZ,85641,PIMA,4019
11274,FL,32038,COLUMBIA,12121
11276,IA,52342,TAMA,19171
11277,NE,69341,SCOTTS BLUFF,31165
11279,MI,48656,ROSCOMMON,26143
11280,MN,55321,WRIGHT,27171
11281,OH,45167,BROWN,39015
11284,VT,5673,WASHINGTON,50023
11285,PA,16023,BUTLER,42019
11288,KY,40006,TRIMBLE,21223
11289,AZ,85346,LA PAZ,4012
11290,MN,55075,DAKOTA,27037
11294,MO,63367,SAINT CHARLES,29183
11295,CT,6710,NEW HAVEN,9009
11296,AL,35763,MADISON,1089
11298,VA,23236,CHESTERFIELD,51041
11301,SC,29114,FLORENCE,45041
11304,WI,53805,GRANT,55043
11308,WI,54728,BARRON,55033
11313,IN,46571,LAGRANGE,18087
11316,FL,32202,DUVAL,12089
11319,FL,34946,SAINT LUCIE,12111
11320,OH,44813,RICHLAND,39139
11321,SC,29054,LEXINGTON,45063
11325,IA,50324,POLK,19153
11328,LA,71254,EAST CARROLL,22035
11329,MI,49719,MACKINAC,26097
11330,NJ,8026,CAMDEN,34007
11332,PA,15140,ALLEGHENY,42003
11337,PA,16244,ARMSTRONG,42005
11339,MO,64157,CLAY,29095
11344,AZ,85321,PIMA,4019
11347,MO,63933,DUNKLIN,29069
11349,KY,42087,BALLARD,21007
11350,OK,73502,COMANCHE,40031
11351,MO,65043,CALLAWAY,29027
11352,OR,97759,DESCHUTES,41017
11355,MA,2067,NORFOLK,25021
11358,KY,42442,HOPKINS,21107
11359,MN,56751,ROSEAU,27135
11360,WV,26419,WETZEL,54103
11361,VA,24588,CAMPBELL,51031
11363,KY,42142,BARREN,21099
11365,OH,43607,LUCAS,39095
11367,NC,28612,BURKE,37023
11370,WA,98424,PIERCE,53053
11371,TX,79331,DAWSON,48317
11372,NC,27608,WAKE,37183
11373,ID,83628,OWYHEE,16073
11374,MO,64720,BATES,29217
11377,AL,35223,JEFFERSON,1073
11382,MS,39631,WILKINSON,28157
11383,NY,11709,NASSAU,36059
11386,WY,82931,UINTA,56041
11387,SC,29593,DARLINGTON,45031
11390,TX,76657,MCLENNAN,48309
11391,OK,73632,WASHITA,40149
11392,IA,50111,POLK,19153
11395,TN,38108,SHELBY,47157
11397,AK,99501,ANCHORAGE,2020
11398,NM,87533,RIO ARRIBA,35039
11400,NC,28693,ASHE,37009
11402,MO,63740,SCOTT,29201
11404,NY,14512,ONTARIO,36117
11407,PA,15024,ALLEGHENY,42003
11412,PR,959,BAYAMON,72021
11414,WV,26047,HANCOCK,54029
11415,WI,53813,GRANT,55043
11419,GA,30293,MERIWETHER,13199
11421,NJ,7045,MORRIS,34027
11424,NJ,8840,MIDDLESEX,34023
11427,IA,51103,WOODBURY,19193
11428,KY,42378,DAVIESS,21183
11431,MO,65360,HENRY,29159
11433,FL,32462,WASHINGTON,12133
11434,WA,99328,COLUMBIA,53071
11435,ID,83716,ADA,16001
11440,CO,80923,EL PASO,8041
11443,CA,92620,ORANGE,6059
11445,KY,41612,FLOYD,21071
11447,GA,31316,LONG,13183
11448,WV,24844,MCDOWELL,54047
11450,VA,22303,FAIRFAX,51059
11455,PA,15928,SOMERSET,42111
11457,IL,60468,WILL,17197
11458,LA,70339,ASSUMPTION,22007
11460,IN,47951,NEWTON,18111
11461,MA,1982,ESSEX,25009
11464,CA,93721,FRESNO,6019
11470,NY,10543,WESTCHESTER,36119
11471,IN,47725,VANDERBURGH,18163
11472,CT,6417,MIDDLESEX,9007
11474,CA,93430,SAN LUIS OBISPO,6079
11475,IN,47396,DELAWARE,18065
11478,NC,27925,TYRRELL,37177
11479,IN,47841,CLAY,18119
11481,VA,23947,CHARLOTTE,51147
11482,UT,84520,CARBON,49007
11484,AL,36518,WASHINGTON,1129
11485,AR,71638,CHICOT,5017
11487,OH,45682,SCIOTO,39145
11488,ID,83274,BINGHAM,16011
11490,PR,777,JUNCOS,72077
11491,MN,55376,WRIGHT,27171
11492,PA,16403,CRAWFORD,42121
11496,MO,65757,GREENE,29077
11500,NY,12972,CLINTON,36033
11503,VA,22922,NELSON,51125
11504,MA,1021,HAMPDEN,25013
11506,GA,39842,TERRELL,13273
11507,KS,66206,JOHNSON,20091
11510,KY,41548,PIKE,21195
11511,SD,57042,LAKE,46099
11512,PA,17350,ADAMS,42001
11515,FL,33982,CHARLOTTE,12015
11517,MA,1430,WORCESTER,25027
11518,PA,17222,FRANKLIN,42055
11520,AL,35961,DE KALB,1049
11524,OH,45828,MERCER,39107
11525,IL,60070,COOK,17031
11531,WA,99353,BENTON,53005
11533,TX,76849,KIMBLE,48327
11534,PA,16748,POTTER,42117
11536,OH,43044,CHAMPAIGN,39021
11539,KS,67661,PHILLIPS,20163
11540,MN,55347,HENNEPIN,27171
11543,AL,36451,CLARKE,1025
11545,NE,68848,BUFFALO,31079
11550,IA,51031,PLYMOUTH,19149
11553,AK,99705,FAIRBANKS NORTH STAR,2090
11554,NE,68850,DAWSON,31111
11557,GA,31312,EFFINGHAM,13103
11558,CA,95322,MERCED,6047
11560,VA,23238,HENRICO,51087
11562,KY,40806,HARLAN,21095
11564,WV,26385,HARRISON,54097
11567,AR,72454,CLAY,5055
11570,HI,96821,HONOLULU,15003
11571,GA,30215,FAYETTE,13113
11573,VT,5732,RUTLAND,50021
11574,SC,29810,ALLENDALE,45049
11576,CA,95070,SANTA CLARA,6085
11577,MS,39653,FRANKLIN,28063
11579,CO,80239,DENVER,8031
11581,PA,19035,MONTGOMERY,42091
11583,KS,66006,DOUGLAS,20091
11587,VA,22203,ARLINGTON,51013
11591,NC,27306,MONTGOMERY,37125
11594,WI,53528,DANE,55049
11599,PA,18072,NORTHAMPTON,42095
11600,NJ,8889,HUNTERDON,34019
11605,MI,48003,LAPEER,26125
11608,AL,36748,MARENGO,1091
11609,CA,90011,LOS ANGELES,6037
11613,MN,55616,LAKE,27075
11615,AL,35031,BLOUNT,1095
11619,VA,23923,CHARLOTTE,51147
11620,FL,34428,CITRUS,12017
11621,ME,4910,KENNEBEC,23011
11624,OH,43723,GUERNSEY,39059
11625,NY,11042,NASSAU,36059
11628,MI,49240,JACKSON,26075
11630,MI,49103,BERRIEN,26021
11633,VA,22427,CAROLINE,51097
11636,FL,32727,LAKE,12095
11642,NY,13074,OSWEGO,36075
11643,IL,62859,HAMILTON,17065
11644,TX,79110,RANDALL,48381
11645,OH,45434,GREENE,39057
11647,NC,27938,GATES,37073
11648,WI,54020,POLK,55095
11650,PA,15681,INDIANA,42063
11652,NY,14068,ERIE,36029
11655,NC,27557,NASH,37127
11657,AR,72132,JEFFERSON,5069
11660,CA,93460,SANTA BARBARA,6083
11662,NY,14737,CATTARAUGUS,36009
11665,SC,29449,CHARLESTON,45019
11667,WI,54636,LA CROSSE,55063
11668,CA,91354,LOS ANGELES,6037
11672,IL,60176,COOK,17031
11678,PA,18014,NORTHAMPTON,42095
11679,LA,71369,AVOYELLES,22009
11682,FL,32976,BREVARD,12009
11684,IA,52057,DELAWARE,19055
11685,MI,49866,MARQUETTE,26103
11686,OH,45371,MIAMI,39113
11689,KY,42749,HART,21169
11691,ID,83868,SHOSHONE,16079
11692,OR,97201,MULTNOMAH,41051
11694,NH,3755,GRAFTON,33009
11696,MI,49344,ALLEGAN,26005
11702,CA,94965,MARIN,6041
11704,MO,64834,JASPER,29145
11706,GA,31001,WILCOX,13315
11707,MA,2052,NORFOLK,25021
11710,OH,43917,JEFFERSON,39081
11711,WI,54937,FOND DU LAC,55039
11714,WI,53964,MARQUETTE,55077
11716,MO,65606,OREGON,29149
11717,NH,3809,BELKNAP,33001
11720,MO,63019,JEFFERSON,29099
11724,OH,45160,CLERMONT,39025
11727,IL,60514,DUPAGE,17043
11731,TX,79536,TAYLOR,48441
11732,WV,26542,PRESTON,54077
11733,MA,2492,NORFOLK,25021
11736,NY,12196,RENSSELAER,36083
11738,PA,16833,CLEARFIELD,42033
11740,CO,81602,GARFIELD,8045
11744,GA,31076,TAYLOR,13269
11745,MI,49622,ANTRIM,26079
11747,MN,55024,DAKOTA,27037
11751,VT,5060,ORANGE,50017
11753,SC,29410,BERKELEY,45015
11756,OH,43019,KNOX,39139
11759,TN,37073,ROBERTSON,47165
11761,KS,66018,JOHNSON,20091
11764,IL,60044,LAKE,17097
11766,IL,61231,MERCER,17131
11767,KS,67063,MARION,20115
11768,MS,39073,RANKIN,28121
11772,PA,16920,TIOGA,42117
11773,NY,13862,BROOME,36007
11777,CA,94143,SAN FRANCISCO,6075
11779,MN,55604,COOK,27031
11780,PR,926,SAN JUAN,72127
11783,NC,28458,DUPLIN,37061
11786,MO,64854,MCDONALD,29119
11787,SC,29655,ANDERSON,45073
11792,WV,25085,FAYETTE,54089
11796,NC,27915,DARE,37055
11797,CO,81612,PITKIN,8097
11798,IA,50441,FRANKLIN,19069
11799,MO,63825,STODDARD,29207
11801,MN,55129,WASHINGTON,27163
11802,KS,67003,HARPER,20095
11804,TX,78744,TRAVIS,48453
11806,MN,56347,TODD,27153
11808,TX,77014,HARRIS,48201
11811,MA,1432,MIDDLESEX,25017
11815,SC,29078,KERSHAW,45055
11818,NY,13152,ONONDAGA,36067
11819,AR,72837,POPE,5115
11820,GA,30273,CLAYTON,13113
11824,CT,6241,WINDHAM,9015
11825,IL,62321,HANCOCK,17169
11827,PA,18080,LEHIGH,42077
11829,TX,78839,ZAVALA,48507
11830,FL,33028,BROWARD,12011
11832,AZ,85658,PIMA,4019
11835,ME,4843,KNOX,23015
11837,WA,98177,KING,53033
11840,LA,71259,RICHLAND,22083
